longTermAdminNm,longTermAdminSym,longTermAdminCd,hmPostNo,TelNo,siDoCd,siGunGuCd,detailAddr,ratingCd,ratingDate,ratingGrade,adminPttnName,longTermPeribRgtDt,StpRptDt,opRating,safeRating,rightRating,processRating,resultRating
더드림의료기,32817000249,C06,,,,,,2020년 정기평가,2020-06-09,B,복지용구,2014-05-20,2014-05-20,80,100,83,75,100
다솜메디칼,32817000237,C06,,,,,,2020년 정기평가,2020-06-18,B,복지용구,2013-07-01,2013-07-01,100,100,85,68,100
웰러스코리아,32817000045,C01,,,,,,2020년 정기평가,2020-07-17,C,복지용구,2008-09-25,2008-09-25,100,100,67,50,91
주식회사 웰케어,32817000345,C06,,,,,,2020년 정기평가,2020-06-02,C,복지용구,2017-01-16,2017-01-16,73,94,75,62,100
사랑의료기,32817000173,C06,,,,,,2020년 정기평가,2020-06-09,E,복지용구,2010-10-15,2010-10-15,66,25,78,56,91
효은어르신주야간보호센터,32817000385,C01,,,,,,2020년 정기평가,2020-10-13,A,주야간보호,2018-02-05,2018-02-05,87,92,100,91,90
행복드림노인복지센터,32817000339,C01,,,,,,2020년 정기평가,2020-06-30,C,방문목욕,2016-12-16,2016-12-16,64,95,61,75,100
소망노인복지센터,32817000389,C01,,,,,,2020년 정기평가,2020-06-02,A,방문목욕,2018-05-01,2018-05-01,94,100,95,88,88
다정노인복지센터,32817000149,C01,,,,,,2020년 정기평가,2020-07-17,B,방문목욕,2010-02-16,2010-02-16,89,98,78,89,100
행복나눔방문요양센터,32817000205,C01,,,,,,2020년 정기평가,2020-06-18,B,방문목욕,2012-03-22,2012-03-22,83,100,96,79,100
양지재가장기요양기관,32817000177,C01,,,,,,2020년 정기평가,2020-05-18,A,방문목욕,2010-11-16,2010-11-16,96,100,89,88,100
천사방문요양센터,32817000163,C01,,,,,,2020년 정기평가,2020-07-16,B,방문목욕,2010-05-26,2010-05-26,76,90,86,85,100
(A+)나래복지센터,32817700397,C01,,,,,,2020년 정기평가,2020-07-16,B,방문목욕,2018-10-01,2018-10-01,82,95,91,84,100
가나안노인복지센터,32817000277,C01,,,,,,2020년 정기평가,2020-06-19,A,방문목욕,2015-03-23,2015-03-23,100,90,96,95,75
사미노인복지센터,32817000203,C01,,,,,,2020년 정기평가,2020-06-02,C,방문목욕,2012-03-07,2012-03-07,77,100,71,81,100
행복실버요양센터,32817000369,C01,,,,,,2020년 정기평가,2020-06-17,D,방문목욕,2017-09-27,2017-09-27,69,45,53,64,100
부모사랑노인복지센터,32817000343,C01,,,,,,2020년 정기평가,2020-05-08,B,방문목욕,2017-01-01,2017-01-01,95,98,75,87,88
풍성노인요양센터,32817000131,C01,,,,,,2020년 정기평가,2020-06-17,D,방문목욕,2009-12-02,2009-12-02,78,55,75,51,100
미소재가노인복지센터,32817000383,C01,,,,,,2020년 정기평가,2020-06-02,D,방문목욕,2018-01-26,2018-01-26,72,55,71,56,100
제일재가복지센터,32817000101,C01,,,,,,2020년 정기평가,2020-07-17,B,방문목욕,2009-09-02,2009-09-02,95,88,75,87,100
정다운재가노인복지센터,32817000349,C01,,,,,,2020년 정기평가,2020-06-08,C,방문요양,2017-04-10,2017-04-10,65,80,79,77,100
행복드림노인복지센터,32817000339,C01,,,,,,2020년 정기평가,2020-06-30,B,방문요양,2016-12-16,2016-12-16,76,90,91,70,98
A+인천사랑방문요양,32817000311,C01,,,,,,2020년 정기평가,2020-06-30,B,방문요양,2016-04-01,2016-04-01,92,80,95,73,100
소망노인복지센터,32817000389,C01,,,,,,2020년 정기평가,2020-06-02,A,방문요양,2018-05-01,2018-05-01,92,100,100,87,90
다정노인복지센터,32817000149,C01,,,,,,2020년 정기평가,2020-07-17,A,방문요양,2010-02-16,2010-02-16,88,100,100,90,100
웰러스코리아,32817000045,C01,,,,,,2020년 정기평가,2020-07-17,B,방문요양,2008-09-25,2008-09-25,78,100,67,76,100
효정노인복지센터,32817000281,C01,,,,,,2020년 정기평가,2020-06-09,A,방문요양,2015-04-15,2015-04-15,83,90,91,91,100
온리방문요양센터,32817000295,C01,,,,,,2020년 정기평가,2020-04-23,B,방문요양,2015-10-01,2015-10-01,83,80,88,76,100
미소장기요양센터,32817000113,C01,,,,,,2020년 정기평가,2020-04-23,A,방문요양,2009-10-13,2009-10-13,96,100,95,89,92
연사랑노인복지센터,32817000313,C01,,,,,,2020년 정기평가,2020-05-18,C,방문요양,2016-04-07,2016-04-07,69,100,91,70,100
남구노인재가센터,32817000233,C01,,,,,,2020년 정기평가,2020-07-16,B,방문요양,2013-03-28,2013-03-28,80,100,92,75,100
행복나눔방문요양센터,32817000205,C01,,,,,,2020년 정기평가,2020-06-18,A,방문요양,2012-03-22,2012-03-22,83,100,96,88,100
플러스은혜노인복지센터,32817000391,C01,,,,,,2020년 정기평가,2020-06-08,A,방문요양,2018-05-31,2018-05-31,91,100,95,88,100
남구노인요양보호센터,32817000043,C01,,,,,,2020년 정기평가,2020-06-08,E,방문요양,2008-09-19,2008-09-19,50,50,63,39,82
요한노인복지센터,32817000357,C01,,,,,,2020년 정기평가,2020-06-02,A,방문요양,2017-06-27,2017-06-27,94,100,100,97,100
양지재가장기요양기관,32817000177,C01,,,,,,2020년 정기평가,2020-05-18,A,방문요양,2010-11-16,2010-11-16,89,100,93,91,100
(A+)나래복지센터,32817700397,C01,,,,,,2020년 정기평가,2020-07-16,A,방문요양,2018-10-01,2018-10-01,80,100,91,88,98
가나안노인복지센터,32817000277,C01,,,,,,2020년 정기평가,2020-06-19,A,방문요양,2015-03-23,2015-03-23,97,90,92,96,100
(올)바른케어 재가노인복지센터,32817700399,C01,,,,,,2020년 정기평가,2020-06-08,A,방문요양,2018-10-01,2018-10-01,78,100,95,97,100
사미노인복지센터,32817000203,C01,,,,,,2020년 정기평가,2020-06-02,C,방문요양,2012-03-07,2012-03-07,77,80,67,82,100
인천재가노인지원서비스센터,22817000013,B01,,,,,,2020년 정기평가,2020-04-24,B,방문요양,2008-06-02,2008-05-23,83,95,82,69,100
행복실버요양센터,32817000369,C01,,,,,,2020년 정기평가,2020-06-17,B,방문요양,2017-09-27,2017-09-27,72,90,88,70,100
인일효노인복지센터,32817000057,C01,,,,,,2020년 정기평가,2020-05-08,D,방문요양,2008-12-30,2008-12-30,84,55,70,81,88
부모사랑노인복지센터,32817000343,C01,,,,,,2020년 정기평가,2020-05-08,A,방문요양,2017-01-01,2017-01-01,89,100,92,97,92
행복한노인요양센터,32817000225,C01,,,,,,2020년 정기평가,2020-07-17,C,방문요양,2013-02-08,2013-02-08,85,100,67,70,92
예명노인복지센터,32817000275,C01,,,,,,2020년 정기평가,2020-06-09,D,방문요양,2015-02-03,2015-02-03,69,60,63,42,100
풍성노인요양센터,32817000131,C01,,,,,,2020년 정기평가,2020-06-17,C,방문요양,2009-12-02,2009-12-02,78,60,83,52,100
성림노인복지센터,32817000125,C01,,,,,,2020년 정기평가,2020-07-14,A,방문요양,2009-11-20,2009-11-20,85,100,88,87,100
누리애방문요양센터,32817000319,C01,,,,,,2020년 정기평가,2020-06-09,C,방문요양,2016-05-23,2016-05-23,55,80,75,64,92
미소재가노인복지센터,32817000383,C01,,,,,,2020년 정기평가,2020-06-02,C,방문요양,2018-01-26,2018-01-26,69,80,67,66,98
제일재가복지센터,32817000101,C01,,,,,,2020년 정기평가,2020-07-17,A,방문요양,2009-09-02,2009-09-02,90,90,92,87,100
남부노인복지센터,32817000285,C01,,,,,,2020년 정기평가,2020-04-24,B,방문요양,2015-05-27,2015-05-27,72,80,91,66,98
하늘샘노인요양센터,32817700405,C01,,,,,,2020년 정기평가,2020-07-14,C,방문요양,2018-11-05,2018-11-05,66,95,67,84,92
어울림노인재가복지센터,32817700403,C01,,,,,,2020년 정기평가,2020-05-07,A,방문요양,2018-10-19,2018-10-19,94,90,100,82,100
다사랑재가장기요양기관,32817000105,C01,,,,,,2020년 정기평가,2020-06-08,A,방문요양,2009-09-15,2009-09-15,80,95,82,96,100
효은어르신주야간보호센터,32817000385,C01,,,,,,2020년 정기평가,2020-10-13,B,방문요양,2018-02-05,2018-02-05,60,100,84,82,92
늘봄재가복지센터,32817000379,C01,,,,,,2020년 정기평가,2020-06-02,C,방문요양,2018-01-08,2018-01-08,78,55,78,66,100
어울림노인복지센터,32817700401,C01,,,,,,2020년 정기평가,2020-06-19,B,방문요양,2018-10-11,2018-10-11,73,60,89,84,100
효드림노인복지센터,32817000059,C01,,,,,,2020년 정기평가,2020-06-09,D,방문요양,2009-01-16,2009-01-16,70,85,63,45,100
두손노인복지센터,32817000351,C01,,,,,,2020년 정기평가,2020-06-08,A,방문요양,2017-04-27,2017-04-27,73,100,95,89,100
경인엔젤복지용구의료기,32818500119,C06,,,,,,2020년 정기평가,2020-07-16,A,복지용구,2015-05-15,2015-05-13,94,100,100,100,100
땡큐시니어건강의료기 연수점,32818500081,C06,,,,,,2020년 정기평가,2020-05-26,C,복지용구,2012-06-07,2012-06-07,76,75,67,50,100
광명복지센터,32818500101,C01,,,,,,2020년 정기평가,2020-05-15,C,복지용구,2014-05-01,2014-04-25,93,100,57,75,91
두드림연수주간보호센터,32818500143,C03,,,,,,2020년 정기평가,2020-11-24,B,주야간보호,2016-08-24,2016-08-24,76,94,79,73,97
인천중앙재가노인복지센터,32818500091,C01,,,,,,2020년 정기평가,2020-07-14,A,방문목욕,2013-05-21,2013-05-21,79,90,92,92,100
사랑재가노인복지센터,32818500099,C01,,,,,,2020년 정기평가,2020-05-26,A,방문목욕,2014-02-01,2014-02-01,95,95,96,87,88
모아재가복지센터,32818500157,C01,,,,,,2020년 정기평가,2020-05-15,B,방문목욕,2017-02-16,2017-02-16,73,90,95,75,100
광명복지센터,32818500101,C01,,,,,,2020년 정기평가,2020-05-15,B,방문목욕,2014-05-01,2014-04-25,85,75,92,86,100
송도하모니재가노인복지센터,32818500041,C01,,,,,,2020년 정기평가,2020-07-20,D,방문요양,2009-05-14,2009-05-08,84,90,78,70,92
효담재가노인복지센터,32818500187,C01,,,,,,2020년 정기평가,2020-07-20,B,방문요양,2018-09-21,2018-09-21,91,100,75,79,100
인천중앙재가노인복지센터,32818500091,C01,,,,,,2020년 정기평가,2020-07-14,A,방문요양,2013-05-21,2013-05-21,94,90,92,91,100
기쁨두배 한마음주야간보호센터,32818500163,C01,,,,,,2020년 정기평가,2020-07-17,B,방문요양,2017-07-14,2017-07-14,78,100,92,75,100
'(A)비지팅엔젤스 인천연수지점,32818500135,C01,,,,,,2020년 정기평가,2020-07-20,A,방문요양,2016-01-28,2016-01-28,80,100,100,84,96
참사랑재가노인복지센터,32818500075,C01,,,,,,2020년 정기평가,2020-07-17,C,방문요양,2011-10-12,2011-10-11,63,95,73,57,98
예향노인복지센터,32818500147,C01,,,,,,2020년 정기평가,2020-05-15,B,방문요양,2016-10-27,2016-10-27,75,90,80,71,100
행운복지센터,32818500159,C01,,,,,,2020년 정기평가,2020-05-15,D,방문요양,2017-03-06,2017-03-06,79,90,76,65,92
주공1차 재가노인복지센터,32818500137,C01,,,,,,2020년 정기평가,2020-07-14,D,방문요양,2016-03-02,2016-03-02,60,90,84,54,92
사랑재가노인복지센터,32818500099,C01,,,,,,2020년 정기평가,2020-05-26,A,방문요양,2014-02-01,2014-02-01,100,100,95,84,92
시몬재가노인복지센터,32818500089,C01,,,,,,2020년 정기평가,2020-07-16,C,방문요양,2013-04-10,2013-04-10,85,100,91,77,100
모아재가복지센터,32818500157,C01,,,,,,2020년 정기평가,2020-05-15,B,방문요양,2017-02-16,2017-02-16,73,90,91,72,100
영선방문요양센터,32818500095,C01,,,,,,2020년 정기평가,2020-07-14,B,방문요양,2013-07-02,2013-07-02,85,100,91,80,100
연수정다운노인요양센터,32818500019,C01,,,,,,2020년 정기평가,2020-07-21,A,방문요양,2008-07-31,2008-07-31,97,100,92,85,100
은빛노인복지센터,32818500133,C01,,,,,,2020년 정기평가,2020-07-21,B,방문요양,2015-11-24,2015-11-24,82,100,95,80,100
광명복지센터,32818500101,C01,,,,,,2020년 정기평가,2020-05-15,B,방문요양,2014-05-01,2014-04-25,83,60,88,81,100
효성어르신주간보호방문요양센터,32818500139,C01,,,,,,2020년 정기평가,2020-07-14,B,방문요양,2016-05-11,2016-05-11,66,90,95,75,100
계양사랑방노인복지센터,32824500237,C01,,,,,,2020년 정기평가,2020-05-28,B,방문간호,2015-07-14,2015-07-14,93,96,78,81,100
계양연세노인복지센터,32824500083,C01,,,,,,2020년 정기평가,2020-05-26,E,복지용구,2009-11-18,2009-11-18,66,75,83,25,100
블루스타메디칼,32824500325,C06,,,,,,2020년 정기평가,2020-06-15,C,복지용구,2017-11-15,2017-11-15,76,50,89,75,100
세광바이오테크,32824500031,C06,,,,,,2020년 정기평가,2020-06-04,C,복지용구,2008-09-18,2008-09-18,80,94,64,50,100
헬스마일 인천계양점,32824500167,C06,,,,,,2020년 정기평가,2020-05-25,E,복지용구,2012-12-04,2012-12-04,70,100,57,18,91
'마음의고향'법인주간보호센터,22824500327,B01,,,,,,2020년 정기평가,2020-08-13,C,주야간보호,2018-01-01,2018-01-01,63,95,87,83,95
인천계양성신노인주간보호센터,32824500323,C03,,,,,,2020년 정기평가,2020-08-14,B,주야간보호,2017-11-01,2017-11-01,69,93,85,71,97
효성비전 노인복지센터,22824500263,B01,,,,,,2020년 정기평가,2020-08-11,B,주야간보호,2016-04-11,2016-04-11,76,88,100,81,97
도레미노인주간보호센터,32824500287,C03,,,,,,2020년 정기평가,2020-10-15,B,주야간보호,2016-10-04,2016-10-04,81,100,91,80,90
계양데이케어센터,32824500243,C03,,,,,,2020년 정기평가,2020-08-04,B,주야간보호,2015-08-03,2015-08-03,84,86,100,78,100
샛별주야간보호센터,32824500215,C03,,,,,,2020년 정기평가,2020-08-04,B,주야간보호,2014-11-21,2014-11-21,76,94,81,81,100
계양연세노인복지센터,32824500083,C01,,,,,,2020년 정기평가,2020-05-26,C,방문목욕,2009-11-18,2009-11-18,85,50,75,74,100
관음연꽃마을복지센터,22824500011,B01,,,,,,2020년 정기평가,2020-05-29,A,방문목욕,2008-06-12,2008-06-12,94,90,92,95,100
계양사랑방노인복지센터,32824500237,C01,,,,,,2020년 정기평가,2020-05-28,C,방문목욕,2015-07-14,2015-07-14,89,95,66,67,100
더사랑재가복지센터,32824500315,C01,,,,,,2020년 정기평가,2020-05-25,C,방문요양,2017-07-05,2017-07-05,66,90,84,64,100
기쁨노인복지센터,32824500093,C01,,,,,,2020년 정기평가,2020-06-15,A,방문요양,2009-12-21,2009-12-21,91,90,100,91,92
다솜재가노인복지센터,32824500187,C01,,,,,,2020년 정기평가,2020-05-26,A,방문요양,2013-10-22,2013-10-22,77,100,96,85,98
계양연세노인복지센터,32824500083,C01,,,,,,2020년 정기평가,2020-05-26,A,방문요양,2009-11-18,2009-11-18,85,80,92,87,100
더밝은미소방문요양센터,32824500275,C01,,,,,,2020년 정기평가,2020-04-28,B,방문요양,2016-06-03,2016-06-03,73,95,78,75,100
우리재가노인복지센터,32824500163,C01,,,,,,2020년 정기평가,2020-06-04,A,방문요양,2012-09-07,2012-09-07,95,100,86,94,100
효나라방문요양센터,32824500313,C01,,,,,,2020년 정기평가,2020-06-05,B,방문요양,2017-06-09,2017-06-09,70,80,88,87,100
라이프케어노인복지센터,32824500033,C01,,,,,,2020년 정기평가,2020-05-28,B,방문요양,2008-09-19,2008-09-19,69,90,100,69,100
더욱사랑재가복지센터,32824500189,C01,,,,,,2020년 정기평가,2020-06-09,C,방문요양,2013-11-01,2013-11-01,70,100,67,73,100
착한이웃재가복지센터,32824500293,C01,,,,,,2020년 정기평가,2020-06-09,B,방문요양,2016-12-08,2016-12-08,67,90,88,82,100
사랑드림 재가노인복지센터,32824500301,C01,,,,,,2020년 정기평가,2020-04-28,B,방문요양,2017-02-13,2017-02-13,86,70,92,76,100
계양다사랑복지센터,32824500143,C01,,,,,,2020년 정기평가,2020-06-16,B,방문요양,2011-10-04,2011-10-04,90,100,78,91,92
함께사는마을(주) 사랑나눔노인복지센터,32824500151,C01,,,,,,2020년 정기평가,2020-06-05,B,방문요양,2012-03-13,2012-03-13,84,80,96,82,100
관음연꽃마을복지센터,22824500011,B01,,,,,,2020년 정기평가,2020-05-29,A,방문요양,2008-06-12,2008-06-12,95,90,96,92,100
효마당복지센터,22824500235,B01,,,,,,2020년 정기평가,2020-06-08,B,방문요양,2015-07-06,2015-07-06,78,90,82,77,92
계양사랑방노인복지센터,32824500237,C01,,,,,,2020년 정기평가,2020-05-28,B,방문요양,2015-07-14,2015-07-14,90,100,91,77,100
예향재가복지센터,32824500229,C01,,,,,,2020년 정기평가,2020-05-29,A,방문요양,2015-06-24,2015-06-24,94,100,92,94,100
엘림노인복지센터,32824500075,C01,,,,,,2020년 정기평가,2020-06-08,C,방문요양,2009-10-12,2009-10-12,79,80,71,54,100
사과나무토탈케어,32824500321,C01,,,,,,2020년 정기평가,2020-06-03,A,방문요양,2017-09-04,2017-09-04,75,100,100,89,100
사랑샘 재가노인복지센터,32826000165,C01,,,,,,2020년 정기평가,2020-05-14,B,방문간호,2012-05-29,2012-05-29,75,88,82,81,100
성문의료기상사,32826000219,C06,,,,,,2020년 정기평가,2020-06-02,A,복지용구,2014-03-27,2014-03-27,76,100,85,87,100
가가호호성실복지용구,32826000303,C06,,,,,,2020년 정기평가,2020-06-19,E,복지용구,2016-10-18,2016-10-18,76,88,62,37,100
두드림복지용구,32826000317,C06,,,,,,2020년 정기평가,2020-06-01,B,복지용구,2017-04-05,2017-04-05,75,100,75,87,100
섬김복지용구,32826000263,C06,,,,,,2020년 정기평가,2020-07-20,A,복지용구,2015-10-16,2015-10-16,76,100,85,100,100
땡큐시니어 건강의료기,32826000243,C06,,,,,,2020년 정기평가,2020-06-17,C,복지용구,2015-04-02,2015-04-02,83,100,82,56,100
두드림주간보호센터,22826000363,B03,,,,,,2020년 정기평가,2020-10-23,C,주야간보호,2018-07-27,2018-07-27,73,75,52,63,100
서구재가노인지원서비스센터,22826000013,B01,,,,,,2020년 정기평가,2020-08-07,B,주야간보호,2008-06-02,2008-06-02,94,82,89,79,95
성문노인복지센터,22826000319,B01,,,,,,2020년 정기평가,2020-10-13,E,주야간보호,2017-04-14,2017-04-14,63,68,62,40,80
다온실버주야간보호센터,32826000337,C01,,,,,,2020년 정기평가,2020-10-20,C,주야간보호,2017-08-16,2017-08-16,56,98,83,76,97
실버벨노인복지센터,32826000027,C01,,,,,,2020년 정기평가,2020-08-10,D,주야간보호,2008-07-11,2008-07-11,62,91,45,67,97
가가실버원주간보호센터(2호점),32826000375,C01,,,,,,2020년 정기평가,2020-10-22,D,주야간보호,2018-11-01,2018-11-01,70,72,83,70,90
지구촌노인복지센터,32826000015,C01,,,,,,2020년 정기평가,2020-07-10,B,방문목욕,2008-06-10,2008-06-10,90,90,73,91,100
아리아케어 재가요양전문기관 서구 청라점,32826000323,C01,,,,,,2020년 정기평가,2020-07-03,B,방문목욕,2017-05-04,2017-05-04,80,100,78,81,88
가나안노인복지센터,32826000345,C01,,,,,,2020년 정기평가,2020-06-23,C,방문목욕,2018-01-01,2018-01-01,78,70,63,64,100
나눔노인복지센터,32826000223,C01,,,,,,2020년 정기평가,2020-06-17,A,방문목욕,2014-06-24,2014-06-24,84,100,100,91,100
지구촌노인복지센터,32826000015,C01,,,,,,2020년 정기평가,2020-07-10,A,방문요양,2008-06-10,2008-06-10,97,100,100,87,100
가재울 노인복지센터,32826000381,C01,,,,,,2020년 정기평가,2020-05-06,C,방문요양,2018-11-26,2018-11-26,79,55,76,80,100
효으뜸요양복지센터,32826000343,C01,,,,,,2020년 정기평가,2020-07-21,C,방문요양,2017-11-30,2017-11-30,70,85,79,68,100
아름드리노인복지센터,32826000107,C01,,,,,,2020년 정기평가,2020-06-19,B,방문요양,2009-12-23,2009-12-23,68,90,71,79,100
서구재가노인지원서비스센터,22826000013,B01,,,,,,2020년 정기평가,2020-08-07,A,방문요양,2008-06-02,2008-06-02,100,100,95,84,100
하나재가노인복지센터,32826000325,C01,,,,,,2020년 정기평가,2020-06-23,A,방문요양,2017-06-01,2017-06-01,89,80,86,96,92
샬롬재가복지센터,22826000195,B01,,,,,,2020년 정기평가,2020-05-11,A,방문요양,2013-06-11,2013-06-11,89,90,100,94,100
어르신노인복지센터,32826000111,C01,,,,,,2020년 정기평가,2020-07-03,E,방문요양,2009-12-30,2009-12-30,92,100,78,77,100
사랑샘 재가노인복지센터,32826000165,C01,,,,,,2020년 정기평가,2020-05-14,B,방문요양,2012-05-29,2012-05-29,76,95,95,76,92
아리아케어 재가요양전문기관 서구 청라점,32826000323,C01,,,,,,2020년 정기평가,2020-07-03,B,방문요양,2017-05-04,2017-05-04,79,100,95,80,100
부모사랑 재가노인복지센터,32826000245,C01,,,,,,2020년 정기평가,2020-05-14,B,방문요양,2015-04-16,2015-04-16,63,80,96,84,100
성산노인복지센터,32826000151,C01,,,,,,2020년 정기평가,2020-06-02,B,방문요양,2011-05-13,2011-05-13,67,100,95,87,100
가나안노인복지센터,32826000345,C01,,,,,,2020년 정기평가,2020-06-23,C,방문요양,2018-01-01,2018-01-01,83,90,67,69,92
대현복지센터,32826000333,C01,,,,,,2020년 정기평가,2020-07-21,C,방문요양,2017-07-01,2017-07-01,54,90,84,75,100
늘사랑 재가노인복지센터,32826000361,C01,,,,,,2020년 정기평가,2020-05-12,D,방문요양,2018-06-25,2018-06-25,66,55,67,62,100
새로운노인복지센터,32826000143,C01,,,,,,2020년 정기평가,2020-07-20,C,방문요양,2011-04-07,2011-04-07,53,80,84,64,100
새인천어르신재가센터,32826000301,C01,,,,,,2020년 정기평가,2020-06-18,B,방문요양,2016-10-04,2016-10-04,78,80,92,88,98
조은재가요양센터,32826000267,C01,,,,,,2020년 정기평가,2020-05-11,B,방문요양,2015-12-17,2015-12-17,71,100,86,85,98
한국노인복지센터,22826000315,B01,,,,,,2020년 정기평가,2020-06-01,A,방문요양,2017-04-01,2017-04-01,89,100,84,97,100
광명의 집 재가노인복지센터,32826000215,C01,,,,,,2020년 정기평가,2020-06-15,D,방문요양,2014-03-06,2014-03-06,76,60,57,58,100
실버벨노인복지센터,32826000027,C01,,,,,,2020년 정기평가,2020-08-10,B,방문요양,2008-07-11,2008-07-11,82,80,84,78,100
한결재가노인복지센터,32826000331,C01,,,,,,2020년 정기평가,2020-05-12,B,방문요양,2017-06-20,2017-06-20,65,100,84,92,100
좋은날재가노인복지센터,32826000201,C01,,,,,,2020년 정기평가,2020-06-02,B,방문요양,2013-08-22,2013-08-22,95,80,82,73,100
나눔노인복지센터,32826000223,C01,,,,,,2020년 정기평가,2020-06-17,A,방문요양,2014-06-24,2014-06-24,86,100,95,94,94
한가람재가복지센터,32826000271,C01,,,,,,2020년 정기평가,2020-06-18,B,방문요양,2016-02-04,2016-02-04,80,80,80,83,92
강화방문간호센터,32871000123,C05,,,,,,2020년 정기평가,2020-05-25,A,방문간호,2017-08-25,2017-08-25,96,96,100,93,88
(주)행복나눔주간돌봄센터,22871000131,B03,,,,,,2020년 정기평가,2020-08-11,A,주야간보호,2018-11-02,2018-11-02,100,92,100,97,100
은혜재가요양복지센터,32871000133,C01,,,,,,2020년 정기평가,2020-08-14,B,주야간보호,2018-11-30,2018-11-30,90,90,87,72,80
예손재가장기요양방문센터,32871000083,C01,,,,,,2020년 정기평가,2020-07-07,C,방문목욕,2012-04-02,2012-04-02,85,95,56,73,88
(주)에스라케어,32871000125,C01,,,,,,2020년 정기평가,2020-05-25,B,방문목욕,2017-12-05,2017-12-05,88,92,71,79,88
송축복지센터,32871000047,C01,,,,,,2020년 정기평가,2020-05-22,D,방문요양,2009-09-23,2009-09-23,78,60,63,45,100
해둥지 재가노인복지문화센터,32871000115,C01,,,,,,2020년 정기평가,2020-04-20,B,방문요양,2016-09-21,2016-09-21,91,80,79,72,92
은빛사랑재가요양센터,32871000065,C01,,,,,,2020년 정기평가,2020-04-20,A,방문요양,2010-06-01,2010-06-01,92,100,88,86,100
은혜재가요양복지센터,32871000133,C01,,,,,,2020년 정기평가,2020-08-14,B,방문요양,2018-11-30,2018-11-30,88,100,75,78,92
예손재가장기요양방문센터,32871000083,C01,,,,,,2020년 정기평가,2020-07-07,B,방문요양,2012-04-02,2012-04-02,84,100,82,67,92
종군재가복지센터,32871000109,C01,,,,,,2020년 정기평가,2020-07-06,B,방문요양,2015-11-27,2015-11-27,83,100,66,89,98
호세방문요양센터,32871000091,C01,,,,,,2020년 정기평가,2020-07-06,A,방문요양,2013-11-06,2011-11-06,95,100,95,91,100
(주)에스라케어,32871000125,C01,,,,,,2020년 정기평가,2020-05-25,B,방문요양,2017-12-05,2017-12-05,88,100,80,89,90
가은재가복지센터,32820000375,C01,,,,,,2020년 정기평가,2020-07-07,B,방문간호,2015-07-08,2015-07-08,78,75,100,75,100
(A)실버홈요양복지센터,32820000361,C01,,,,,,2020년 정기평가,2020-07-07,A,방문간호,2015-04-02,2015-04-02,90,100,82,93,100
유한재가요양기관,32820000305,C01,,,,,,2020년 정기평가,2020-06-29,E,방문간호,2013-09-16,2013-09-12,31,67,56,64,100
성애장기요양센터,32820000113,C01,,,,,,2020년 정기평가,2020-07-16,B,방문간호,2009-08-06,2009-08-05,84,83,86,89,100
누리복지용구,32820000301,C06,,,,,,2020년 정기평가,2020-07-06,A,복지용구,2013-08-23,2013-08-22,91,100,75,87,91
성산의료기,32820000041,C06,,,,,,2020년 정기평가,2020-07-03,D,복지용구,2008-09-01,2008-09-01,50,63,64,43,100
어르신이행복한세상(복지용구),32820000027,C06,,,,,,2020년 정기평가,2020-08-03,B,복지용구,2008-06-26,2008-06-26,94,88,85,75,91
소망복지용구,32820000491,C06,,,,,,2020년 정기평가,2020-06-29,B,복지용구,2017-03-10,2017-03-10,76,100,71,68,83
미추홀노인복지용구,32820000323,C06,,,,,,2020년 정기평가,2020-07-03,B,복지용구,2014-03-26,2014-03-25,83,100,85,75,91
(논현천사요양원 부설) 천사노인주간보호센터,32820000371,C01,,,,,,2020년 정기평가,2020-10-26,A,주야간보호,2015-06-17,2015-06-17,91,95,93,93,90
소래어르신주야간센터,32820000551,C01,,,,,,2020년 정기평가,2020-10-29,B,주야간보호,2018-06-01,2018-06-01,75,85,100,73,97
금빛주간보호센터,32820000495,C03,,,,,,2020년 정기평가,2020-11-30,C,주야간보호,2017-03-24,2017-03-24,58,83,79,65,100
행복나눔요양기관,32820000339,C03,,,,,,2020년 정기평가,2020-10-29,B,주야간보호,2014-07-01,2014-06-30,83,95,85,78,95
샬롬노인복지센터,32820000565,C03,,,,,,2020년 정기평가,2020-08-10,B,주야간보호,2018-10-01,2018-10-01,77,95,66,78,80
가은재가복지센터,32820000375,C01,,,,,,2020년 정기평가,2020-07-07,B,방문목욕,2015-07-08,2015-07-08,90,85,75,79,100
평강효장기요양센터,32820000111,C01,,,,,,2020년 정기평가,2020-08-03,A,방문목욕,2009-08-03,2009-07-29,91,98,91,85,100
새숨노인요양센타,32820000547,C01,,,,,,2020년 정기평가,2020-07-16,A,방문목욕,2018-04-30,2018-04-30,100,100,95,97,88
사랑의노인복지센터,32820000037,C01,,,,,,2020년 정기평가,2020-07-03,B,방문목욕,2008-08-08,2008-08-08,80,100,100,87,100
남동엔젤스노인복지센터,22820000063,B01,,,,,,2020년 정기평가,2020-06-29,B,방문목욕,2008-11-27,2008-11-20,76,90,88,72,100
성애장기요양센터,32820000113,C01,,,,,,2020년 정기평가,2020-07-16,B,방문목욕,2009-08-06,2009-08-05,91,60,91,87,100
힐링노인복지센터,32820000465,C01,,,,,,2020년 정기평가,2020-06-29,B,방문목욕,2016-09-30,2016-09-30,69,100,93,91,100
